market,category,split,array_index,history_start,origin_week,forecast_origin,target_start,target_end,dataset_version,dataset_status
US,coastal_island,train,3495,2018-03-11,2019-03-03,2019-03-10 00:00:00+00:00,2019-03-10,2019-05-26,demand-v2-provisional,provisional
US,coastal_island,train,3496,2018-03-18,2019-03-10,2019-03-17 00:00:00+00:00,2019-03-17,2019-06-02,demand-v2-provisional,provisional
US,coastal_island,train,3497,2018-03-25,2019-03-17,2019-03-24 00:00:00+00:00,2019-03-24,2019-06-09,demand-v2-provisional,provisional
US,coastal_island,train,3498,2018-04-01,2019-03-24,2019-03-31 00:00:00+00:00,2019-03-31,2019-06-16,demand-v2-provisional,provisional
US,coastal_island,train,3499,2018-04-08,2019-03-31,2019-04-07 00:00:00+00:00,2019-04-07,2019-06-23,demand-v2-provisional,provisional
US,coastal_island,train,3500,2018-04-15,2019-04-07,2019-04-14 00:00:00+00:00,2019-04-14,2019-06-30,demand-v2-provisional,provisional
US,coastal_island,train,3501,2018-04-22,2019-04-14,2019-04-21 00:00:00+00:00,2019-04-21,2019-07-07,demand-v2-provisional,provisional
US,coastal_island,train,3502,2018-04-29,2019-04-21,2019-04-28 00:00:00+00:00,2019-04-28,2019-07-14,demand-v2-provisional,provisional
US,coastal_island,train,3503,2018-05-06,2019-04-28,2019-05-05 00:00:00+00:00,2019-05-05,2019-07-21,demand-v2-provisional,provisional
US,coastal_island,train,3504,2018-05-13,2019-05-05,2019-05-12 00:00:00+00:00,2019-05-12,2019-07-28,demand-v2-provisional,provisional
US,coastal_island,train,3505,2018-05-20,2019-05-12,2019-05-19 00:00:00+00:00,2019-05-19,2019-08-04,demand-v2-provisional,provisional
US,coastal_island,train,3506,2018-05-27,2019-05-19,2019-05-26 00:00:00+00:00,2019-05-26,2019-08-11,demand-v2-provisional,provisional
US,coastal_island,train,3507,2018-06-03,2019-05-26,2019-06-02 00:00:00+00:00,2019-06-02,2019-08-18,demand-v2-provisional,provisional
US,coastal_island,train,3508,2018-06-10,2019-06-02,2019-06-09 00:00:00+00:00,2019-06-09,2019-08-25,demand-v2-provisional,provisional
US,coastal_island,train,3509,2018-06-17,2019-06-09,2019-06-16 00:00:00+00:00,2019-06-16,2019-09-01,demand-v2-provisional,provisional
US,coastal_island,train,3510,2018-06-24,2019-06-16,2019-06-23 00:00:00+00:00,2019-06-23,2019-09-08,demand-v2-provisional,provisional
US,coastal_island,train,3511,2018-07-01,2019-06-23,2019-06-30 00:00:00+00:00,2019-06-30,2019-09-15,demand-v2-provisional,provisional
US,coastal_island,train,3512,2018-07-08,2019-06-30,2019-07-07 00:00:00+00:00,2019-07-07,2019-09-22,demand-v2-provisional,provisional
US,coastal_island,train,3513,2018-07-15,2019-07-07,2019-07-14 00:00:00+00:00,2019-07-14,2019-09-29,demand-v2-provisional,provisional
US,coastal_island,train,3514,2018-07-22,2019-07-14,2019-07-21 00:00:00+00:00,2019-07-21,2019-10-06,demand-v2-provisional,provisional
US,coastal_island,train,3515,2018-07-29,2019-07-21,2019-07-28 00:00:00+00:00,2019-07-28,2019-10-13,demand-v2-provisional,provisional
US,coastal_island,train,3516,2018-08-05,2019-07-28,2019-08-04 00:00:00+00:00,2019-08-04,2019-10-20,demand-v2-provisional,provisional
US,coastal_island,train,3517,2018-08-12,2019-08-04,2019-08-11 00:00:00+00:00,2019-08-11,2019-10-27,demand-v2-provisional,provisional
US,coastal_island,train,3518,2018-08-19,2019-08-11,2019-08-18 00:00:00+00:00,2019-08-18,2019-11-03,demand-v2-provisional,provisional
US,coastal_island,train,3519,2018-08-26,2019-08-18,2019-08-25 00:00:00+00:00,2019-08-25,2019-11-10,demand-v2-provisional,provisional
US,coastal_island,train,3520,2018-09-02,2019-08-25,2019-09-01 00:00:00+00:00,2019-09-01,2019-11-17,demand-v2-provisional,provisional
US,coastal_island,train,3521,2018-09-09,2019-09-01,2019-09-08 00:00:00+00:00,2019-09-08,2019-11-24,demand-v2-provisional,provisional
US,coastal_island,train,3522,2018-09-16,2019-09-08,2019-09-15 00:00:00+00:00,2019-09-15,2019-12-01,demand-v2-provisional,provisional
US,coastal_island,train,3523,2018-09-23,2019-09-15,2019-09-22 00:00:00+00:00,2019-09-22,2019-12-08,demand-v2-provisional,provisional
US,coastal_island,train,3524,2018-09-30,2019-09-22,2019-09-29 00:00:00+00:00,2019-09-29,2019-12-15,demand-v2-provisional,provisional
US,coastal_island,train,3525,2018-10-07,2019-09-29,2019-10-06 00:00:00+00:00,2019-10-06,2019-12-22,demand-v2-provisional,provisional
US,coastal_island,train,3526,2023-01-01,2023-12-24,2023-12-31 00:00:00+00:00,2023-12-31,2024-03-17,demand-v2-provisional,provisional
US,coastal_island,train,3527,2023-01-08,2023-12-31,2024-01-07 00:00:00+00:00,2024-01-07,2024-03-24,demand-v2-provisional,provisional
US,coastal_island,train,3528,2023-01-15,2024-01-07,2024-01-14 00:00:00+00:00,2024-01-14,2024-03-31,demand-v2-provisional,provisional
US,coastal_island,train,3529,2023-01-22,2024-01-14,2024-01-21 00:00:00+00:00,2024-01-21,2024-04-07,demand-v2-provisional,provisional
US,coastal_island,train,3530,2023-01-29,2024-01-21,2024-01-28 00:00:00+00:00,2024-01-28,2024-04-14,demand-v2-provisional,provisional
US,coastal_island,train,3531,2023-02-05,2024-01-28,2024-02-04 00:00:00+00:00,2024-02-04,2024-04-21,demand-v2-provisional,provisional
US,coastal_island,train,3532,2023-02-12,2024-02-04,2024-02-11 00:00:00+00:00,2024-02-11,2024-04-28,demand-v2-provisional,provisional
US,coastal_island,train,3533,2023-02-19,2024-02-11,2024-02-18 00:00:00+00:00,2024-02-18,2024-05-05,demand-v2-provisional,provisional
US,coastal_island,train,3534,2023-02-26,2024-02-18,2024-02-25 00:00:00+00:00,2024-02-25,2024-05-12,demand-v2-provisional,provisional
US,coastal_island,train,3535,2023-03-05,2024-02-25,2024-03-03 00:00:00+00:00,2024-03-03,2024-05-19,demand-v2-provisional,provisional
US,coastal_island,validation,496,2023-05-28,2024-05-19,2024-05-26 00:00:00+00:00,2024-05-26,2024-08-11,demand-v2-provisional,provisional
US,coastal_island,validation,497,2023-06-04,2024-05-26,2024-06-02 00:00:00+00:00,2024-06-02,2024-08-18,demand-v2-provisional,provisional
US,coastal_island,validation,498,2023-06-11,2024-06-02,2024-06-09 00:00:00+00:00,2024-06-09,2024-08-25,demand-v2-provisional,provisional
US,coastal_island,validation,499,2023-06-18,2024-06-09,2024-06-16 00:00:00+00:00,2024-06-16,2024-09-01,demand-v2-provisional,provisional
US,coastal_island,validation,500,2023-06-25,2024-06-16,2024-06-23 00:00:00+00:00,2024-06-23,2024-09-08,demand-v2-provisional,provisional
US,coastal_island,validation,501,2023-07-02,2024-06-23,2024-06-30 00:00:00+00:00,2024-06-30,2024-09-15,demand-v2-provisional,provisional
US,coastal_island,validation,502,2023-07-09,2024-06-30,2024-07-07 00:00:00+00:00,2024-07-07,2024-09-22,demand-v2-provisional,provisional
US,coastal_island,validation,503,2023-07-16,2024-07-07,2024-07-14 00:00:00+00:00,2024-07-14,2024-09-29,demand-v2-provisional,provisional
US,coastal_island,validation,504,2023-07-23,2024-07-14,2024-07-21 00:00:00+00:00,2024-07-21,2024-10-06,demand-v2-provisional,provisional
US,coastal_island,validation,505,2023-07-30,2024-07-21,2024-07-28 00:00:00+00:00,2024-07-28,2024-10-13,demand-v2-provisional,provisional
US,coastal_island,validation,506,2023-08-06,2024-07-28,2024-08-04 00:00:00+00:00,2024-08-04,2024-10-20,demand-v2-provisional,provisional
US,coastal_island,validation,507,2023-08-13,2024-08-04,2024-08-11 00:00:00+00:00,2024-08-11,2024-10-27,demand-v2-provisional,provisional
US,coastal_island,validation,508,2023-08-20,2024-08-11,2024-08-18 00:00:00+00:00,2024-08-18,2024-11-03,demand-v2-provisional,provisional
US,coastal_island,validation,509,2023-08-27,2024-08-18,2024-08-25 00:00:00+00:00,2024-08-25,2024-11-10,demand-v2-provisional,provisional
US,coastal_island,validation,510,2023-09-03,2024-08-25,2024-09-01 00:00:00+00:00,2024-09-01,2024-11-17,demand-v2-provisional,provisional
US,coastal_island,validation,511,2023-09-10,2024-09-01,2024-09-08 00:00:00+00:00,2024-09-08,2024-11-24,demand-v2-provisional,provisional
US,coastal_island,validation,512,2023-09-17,2024-09-08,2024-09-15 00:00:00+00:00,2024-09-15,2024-12-01,demand-v2-provisional,provisional
US,coastal_island,validation,513,2023-09-24,2024-09-15,2024-09-22 00:00:00+00:00,2024-09-22,2024-12-08,demand-v2-provisional,provisional
US,coastal_island,validation,514,2023-10-01,2024-09-22,2024-09-29 00:00:00+00:00,2024-09-29,2024-12-15,demand-v2-provisional,provisional
US,coastal_island,validation,515,2023-10-08,2024-09-29,2024-10-06 00:00:00+00:00,2024-10-06,2024-12-22,demand-v2-provisional,provisional
US,coastal_island,validation,516,2023-10-15,2024-10-06,2024-10-13 00:00:00+00:00,2024-10-13,2024-12-29,demand-v2-provisional,provisional
US,coastal_island,validation,517,2023-10-22,2024-10-13,2024-10-20 00:00:00+00:00,2024-10-20,2025-01-05,demand-v2-provisional,provisional
US,coastal_island,validation,518,2023-10-29,2024-10-20,2024-10-27 00:00:00+00:00,2024-10-27,2025-01-12,demand-v2-provisional,provisional
US,coastal_island,validation,519,2023-11-05,2024-10-27,2024-11-03 00:00:00+00:00,2024-11-03,2025-01-19,demand-v2-provisional,provisional
US,coastal_island,validation,520,2023-11-12,2024-11-03,2024-11-10 00:00:00+00:00,2024-11-10,2025-01-26,demand-v2-provisional,provisional
US,coastal_island,validation,521,2023-11-19,2024-11-10,2024-11-17 00:00:00+00:00,2024-11-17,2025-02-02,demand-v2-provisional,provisional
US,coastal_island,validation,522,2023-11-26,2024-11-17,2024-11-24 00:00:00+00:00,2024-11-24,2025-02-09,demand-v2-provisional,provisional
US,coastal_island,validation,523,2023-12-03,2024-11-24,2024-12-01 00:00:00+00:00,2024-12-01,2025-02-16,demand-v2-provisional,provisional
US,coastal_island,validation,524,2023-12-10,2024-12-01,2024-12-08 00:00:00+00:00,2024-12-08,2025-02-23,demand-v2-provisional,provisional
US,coastal_island,validation,525,2023-12-17,2024-12-08,2024-12-15 00:00:00+00:00,2024-12-15,2025-03-02,demand-v2-provisional,provisional
US,coastal_island,validation,526,2023-12-24,2024-12-15,2024-12-22 00:00:00+00:00,2024-12-22,2025-03-09,demand-v2-provisional,provisional
US,coastal_island,test,496,2024-03-17,2025-03-09,2025-03-16 00:00:00+00:00,2025-03-16,2025-06-01,demand-v2-provisional,provisional
US,coastal_island,test,497,2024-03-24,2025-03-16,2025-03-23 00:00:00+00:00,2025-03-23,2025-06-08,demand-v2-provisional,provisional
US,coastal_island,test,498,2024-03-31,2025-03-23,2025-03-30 00:00:00+00:00,2025-03-30,2025-06-15,demand-v2-provisional,provisional
US,coastal_island,test,499,2024-04-07,2025-03-30,2025-04-06 00:00:00+00:00,2025-04-06,2025-06-22,demand-v2-provisional,provisional
US,coastal_island,test,500,2024-04-14,2025-04-06,2025-04-13 00:00:00+00:00,2025-04-13,2025-06-29,demand-v2-provisional,provisional
US,coastal_island,test,501,2024-04-21,2025-04-13,2025-04-20 00:00:00+00:00,2025-04-20,2025-07-06,demand-v2-provisional,provisional
US,coastal_island,test,502,2024-04-28,2025-04-20,2025-04-27 00:00:00+00:00,2025-04-27,2025-07-13,demand-v2-provisional,provisional
US,coastal_island,test,503,2024-05-05,2025-04-27,2025-05-04 00:00:00+00:00,2025-05-04,2025-07-20,demand-v2-provisional,provisional
US,coastal_island,test,504,2024-05-12,2025-05-04,2025-05-11 00:00:00+00:00,2025-05-11,2025-07-27,demand-v2-provisional,provisional
US,coastal_island,test,505,2024-05-19,2025-05-11,2025-05-18 00:00:00+00:00,2025-05-18,2025-08-03,demand-v2-provisional,provisional
US,coastal_island,test,506,2024-05-26,2025-05-18,2025-05-25 00:00:00+00:00,2025-05-25,2025-08-10,demand-v2-provisional,provisional
US,coastal_island,test,507,2024-06-02,2025-05-25,2025-06-01 00:00:00+00:00,2025-06-01,2025-08-17,demand-v2-provisional,provisional
US,coastal_island,test,508,2024-06-09,2025-06-01,2025-06-08 00:00:00+00:00,2025-06-08,2025-08-24,demand-v2-provisional,provisional
US,coastal_island,test,509,2024-06-16,2025-06-08,2025-06-15 00:00:00+00:00,2025-06-15,2025-08-31,demand-v2-provisional,provisional
US,coastal_island,test,510,2024-06-23,2025-06-15,2025-06-22 00:00:00+00:00,2025-06-22,2025-09-07,demand-v2-provisional,provisional
US,coastal_island,test,511,2024-06-30,2025-06-22,2025-06-29 00:00:00+00:00,2025-06-29,2025-09-14,demand-v2-provisional,provisional
US,coastal_island,test,512,2024-07-07,2025-06-29,2025-07-06 00:00:00+00:00,2025-07-06,2025-09-21,demand-v2-provisional,provisional
US,coastal_island,test,513,2024-07-14,2025-07-06,2025-07-13 00:00:00+00:00,2025-07-13,2025-09-28,demand-v2-provisional,provisional
US,coastal_island,test,514,2024-07-21,2025-07-13,2025-07-20 00:00:00+00:00,2025-07-20,2025-10-05,demand-v2-provisional,provisional
US,coastal_island,test,515,2024-07-28,2025-07-20,2025-07-27 00:00:00+00:00,2025-07-27,2025-10-12,demand-v2-provisional,provisional
US,coastal_island,test,516,2024-08-04,2025-07-27,2025-08-03 00:00:00+00:00,2025-08-03,2025-10-19,demand-v2-provisional,provisional
US,coastal_island,test,517,2024-08-11,2025-08-03,2025-08-10 00:00:00+00:00,2025-08-10,2025-10-26,demand-v2-provisional,provisional
US,coastal_island,test,518,2024-08-18,2025-08-10,2025-08-17 00:00:00+00:00,2025-08-17,2025-11-02,demand-v2-provisional,provisional
US,coastal_island,test,519,2024-08-25,2025-08-17,2025-08-24 00:00:00+00:00,2025-08-24,2025-11-09,demand-v2-provisional,provisional
US,coastal_island,test,520,2024-09-01,2025-08-24,2025-08-31 00:00:00+00:00,2025-08-31,2025-11-16,demand-v2-provisional,provisional
US,coastal_island,test,521,2024-09-08,2025-08-31,2025-09-07 00:00:00+00:00,2025-09-07,2025-11-23,demand-v2-provisional,provisional
US,coastal_island,test,522,2024-09-15,2025-09-07,2025-09-14 00:00:00+00:00,2025-09-14,2025-11-30,demand-v2-provisional,provisional
US,coastal_island,test,523,2024-09-22,2025-09-14,2025-09-21 00:00:00+00:00,2025-09-21,2025-12-07,demand-v2-provisional,provisional
US,coastal_island,test,524,2024-09-29,2025-09-21,2025-09-28 00:00:00+00:00,2025-09-28,2025-12-14,demand-v2-provisional,provisional
US,coastal_island,test,525,2024-10-06,2025-09-28,2025-10-05 00:00:00+00:00,2025-10-05,2025-12-21,demand-v2-provisional,provisional
US,coastal_island,test,526,2024-10-13,2025-10-05,2025-10-12 00:00:00+00:00,2025-10-12,2025-12-28,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3536,2014-12-28,2015-12-20,2015-12-27 00:00:00+00:00,2015-12-27,2016-03-13,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3537,2015-01-04,2015-12-27,2016-01-03 00:00:00+00:00,2016-01-03,2016-03-20,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3538,2015-01-11,2016-01-03,2016-01-10 00:00:00+00:00,2016-01-10,2016-03-27,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3539,2015-01-18,2016-01-10,2016-01-17 00:00:00+00:00,2016-01-17,2016-04-03,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3540,2015-01-25,2016-01-17,2016-01-24 00:00:00+00:00,2016-01-24,2016-04-10,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3541,2015-02-01,2016-01-24,2016-01-31 00:00:00+00:00,2016-01-31,2016-04-17,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3542,2015-02-08,2016-01-31,2016-02-07 00:00:00+00:00,2016-02-07,2016-04-24,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3543,2015-02-15,2016-02-07,2016-02-14 00:00:00+00:00,2016-02-14,2016-05-01,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3544,2015-02-22,2016-02-14,2016-02-21 00:00:00+00:00,2016-02-21,2016-05-08,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3545,2015-03-01,2016-02-21,2016-02-28 00:00:00+00:00,2016-02-28,2016-05-15,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3546,2015-03-08,2016-02-28,2016-03-06 00:00:00+00:00,2016-03-06,2016-05-22,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3547,2015-03-15,2016-03-06,2016-03-13 00:00:00+00:00,2016-03-13,2016-05-29,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3548,2015-03-22,2016-03-13,2016-03-20 00:00:00+00:00,2016-03-20,2016-06-05,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3549,2015-03-29,2016-03-20,2016-03-27 00:00:00+00:00,2016-03-27,2016-06-12,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3550,2015-04-05,2016-03-27,2016-04-03 00:00:00+00:00,2016-04-03,2016-06-19,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3551,2015-04-12,2016-04-03,2016-04-10 00:00:00+00:00,2016-04-10,2016-06-26,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3552,2015-04-19,2016-04-10,2016-04-17 00:00:00+00:00,2016-04-17,2016-07-03,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3553,2015-04-26,2016-04-17,2016-04-24 00:00:00+00:00,2016-04-24,2016-07-10,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3554,2015-05-03,2016-04-24,2016-05-01 00:00:00+00:00,2016-05-01,2016-07-17,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3555,2015-05-10,2016-05-01,2016-05-08 00:00:00+00:00,2016-05-08,2016-07-24,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3556,2015-05-17,2016-05-08,2016-05-15 00:00:00+00:00,2016-05-15,2016-07-31,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3557,2015-05-24,2016-05-15,2016-05-22 00:00:00+00:00,2016-05-22,2016-08-07,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3558,2015-05-31,2016-05-22,2016-05-29 00:00:00+00:00,2016-05-29,2016-08-14,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3559,2015-06-07,2016-05-29,2016-06-05 00:00:00+00:00,2016-06-05,2016-08-21,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3560,2015-06-14,2016-06-05,2016-06-12 00:00:00+00:00,2016-06-12,2016-08-28,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3561,2015-06-21,2016-06-12,2016-06-19 00:00:00+00:00,2016-06-19,2016-09-04,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3562,2015-06-28,2016-06-19,2016-06-26 00:00:00+00:00,2016-06-26,2016-09-11,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3563,2015-07-05,2016-06-26,2016-07-03 00:00:00+00:00,2016-07-03,2016-09-18,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3564,2015-07-12,2016-07-03,2016-07-10 00:00:00+00:00,2016-07-10,2016-09-25,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3565,2015-07-19,2016-07-10,2016-07-17 00:00:00+00:00,2016-07-17,2016-10-02,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3566,2015-07-26,2016-07-17,2016-07-24 00:00:00+00:00,2016-07-24,2016-10-09,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3567,2015-08-02,2016-07-24,2016-07-31 00:00:00+00:00,2016-07-31,2016-10-16,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3568,2015-08-09,2016-07-31,2016-08-07 00:00:00+00:00,2016-08-07,2016-10-23,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3569,2015-08-16,2016-08-07,2016-08-14 00:00:00+00:00,2016-08-14,2016-10-30,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3570,2015-08-23,2016-08-14,2016-08-21 00:00:00+00:00,2016-08-21,2016-11-06,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3571,2015-08-30,2016-08-21,2016-08-28 00:00:00+00:00,2016-08-28,2016-11-13,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3572,2015-09-06,2016-08-28,2016-09-04 00:00:00+00:00,2016-09-04,2016-11-20,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3573,2015-09-13,2016-09-04,2016-09-11 00:00:00+00:00,2016-09-11,2016-11-27,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3574,2015-09-20,2016-09-11,2016-09-18 00:00:00+00:00,2016-09-18,2016-12-04,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3575,2015-09-27,2016-09-18,2016-09-25 00:00:00+00:00,2016-09-25,2016-12-11,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3576,2015-10-04,2016-09-25,2016-10-02 00:00:00+00:00,2016-10-02,2016-12-18,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3577,2015-10-11,2016-10-02,2016-10-09 00:00:00+00:00,2016-10-09,2016-12-25,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3578,2015-10-18,2016-10-09,2016-10-16 00:00:00+00:00,2016-10-16,2017-01-01,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3579,2015-10-25,2016-10-16,2016-10-23 00:00:00+00:00,2016-10-23,2017-01-08,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3580,2015-11-01,2016-10-23,2016-10-30 00:00:00+00:00,2016-10-30,2017-01-15,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3581,2015-11-08,2016-10-30,2016-11-06 00:00:00+00:00,2016-11-06,2017-01-22,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3582,2015-11-15,2016-11-06,2016-11-13 00:00:00+00:00,2016-11-13,2017-01-29,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3583,2015-11-22,2016-11-13,2016-11-20 00:00:00+00:00,2016-11-20,2017-02-05,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3584,2015-11-29,2016-11-20,2016-11-27 00:00:00+00:00,2016-11-27,2017-02-12,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3585,2015-12-06,2016-11-27,2016-12-04 00:00:00+00:00,2016-12-04,2017-02-19,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3586,2015-12-13,2016-12-04,2016-12-11 00:00:00+00:00,2016-12-11,2017-02-26,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3587,2015-12-20,2016-12-11,2016-12-18 00:00:00+00:00,2016-12-18,2017-03-05,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3588,2015-12-27,2016-12-18,2016-12-25 00:00:00+00:00,2016-12-25,2017-03-12,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3589,2016-01-03,2016-12-25,2017-01-01 00:00:00+00:00,2017-01-01,2017-03-19,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3590,2016-01-10,2017-01-01,2017-01-08 00:00:00+00:00,2017-01-08,2017-03-26,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3591,2016-01-17,2017-01-08,2017-01-15 00:00:00+00:00,2017-01-15,2017-04-02,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3592,2016-01-24,2017-01-15,2017-01-22 00:00:00+00:00,2017-01-22,2017-04-09,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3593,2016-01-31,2017-01-22,2017-01-29 00:00:00+00:00,2017-01-29,2017-04-16,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3594,2016-02-07,2017-01-29,2017-02-05 00:00:00+00:00,2017-02-05,2017-04-23,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3595,2016-02-14,2017-02-05,2017-02-12 00:00:00+00:00,2017-02-12,2017-04-30,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3596,2016-02-21,2017-02-12,2017-02-19 00:00:00+00:00,2017-02-19,2017-05-07,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3597,2016-02-28,2017-02-19,2017-02-26 00:00:00+00:00,2017-02-26,2017-05-14,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3598,2016-03-06,2017-02-26,2017-03-05 00:00:00+00:00,2017-03-05,2017-05-21,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3599,2016-03-13,2017-03-05,2017-03-12 00:00:00+00:00,2017-03-12,2017-05-28,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3600,2016-03-20,2017-03-12,2017-03-19 00:00:00+00:00,2017-03-19,2017-06-04,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3601,2016-03-27,2017-03-19,2017-03-26 00:00:00+00:00,2017-03-26,2017-06-11,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3602,2016-04-03,2017-03-26,2017-04-02 00:00:00+00:00,2017-04-02,2017-06-18,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3603,2016-04-10,2017-04-02,2017-04-09 00:00:00+00:00,2017-04-09,2017-06-25,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3604,2016-04-17,2017-04-09,2017-04-16 00:00:00+00:00,2017-04-16,2017-07-02,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3605,2016-04-24,2017-04-16,2017-04-23 00:00:00+00:00,2017-04-23,2017-07-09,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3606,2016-05-01,2017-04-23,2017-04-30 00:00:00+00:00,2017-04-30,2017-07-16,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3607,2016-05-08,2017-04-30,2017-05-07 00:00:00+00:00,2017-05-07,2017-07-23,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3608,2016-05-15,2017-05-07,2017-05-14 00:00:00+00:00,2017-05-14,2017-07-30,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3609,2016-05-22,2017-05-14,2017-05-21 00:00:00+00:00,2017-05-21,2017-08-06,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3610,2016-05-29,2017-05-21,2017-05-28 00:00:00+00:00,2017-05-28,2017-08-13,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3611,2016-06-05,2017-05-28,2017-06-04 00:00:00+00:00,2017-06-04,2017-08-20,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3612,2016-06-12,2017-06-04,2017-06-11 00:00:00+00:00,2017-06-11,2017-08-27,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3613,2016-06-19,2017-06-11,2017-06-18 00:00:00+00:00,2017-06-18,2017-09-03,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3614,2016-06-26,2017-06-18,2017-06-25 00:00:00+00:00,2017-06-25,2017-09-10,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3615,2016-07-03,2017-06-25,2017-07-02 00:00:00+00:00,2017-07-02,2017-09-17,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3616,2016-07-10,2017-07-02,2017-07-09 00:00:00+00:00,2017-07-09,2017-09-24,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3617,2016-07-17,2017-07-09,2017-07-16 00:00:00+00:00,2017-07-16,2017-10-01,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3618,2016-07-24,2017-07-16,2017-07-23 00:00:00+00:00,2017-07-23,2017-10-08,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3619,2016-07-31,2017-07-23,2017-07-30 00:00:00+00:00,2017-07-30,2017-10-15,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3620,2016-08-07,2017-07-30,2017-08-06 00:00:00+00:00,2017-08-06,2017-10-22,demand-v2-provisional,provisional
US,culinary_gastronomy,train,3621,2016-08-14,2017-08-06,2017-08-13 00:00:00+00:00,2017-08-13,2017-10-29,demand-v2-provisional,provisional
